,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Garage Yr Blt,Gr Liv Area,Half Bath,Heating,Heating QC,Id,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Frontage,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Open Porch SF,Overall Cond,Overall Qual,PID,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,SalePrice,Screen Porch,Street,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,Bsmt Cond Num,Bsmt Qual Num,Garage Cond Num,Garage Qual Num,Exter Cond Num,Exter Qual Num,Heating QC Num,Kitchen Qual Num,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD ,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sal,Functional_Sev,Functional_Typ
30,2524,0,0,NA,4,1Fam,TA,No,1.0,0.0,Gd,1420.0,1104.0,0.0,ALQ,Unf,Y,PosN,Norm,SBrkr,0,TA,Gd,BrkFace,BrkFace,MnPrv,Gd,1,PConc,2,542.0,2.0,TA,Fin,TA,Attchd,1981.0,2524,1,GasA,TA,380,1,Gd,Lvl,Gtl,9600,Inside,80.0,Reg,0,20,RL,0.0,None,NA,0,7,120,5,8,527355150,Y,0,NA,WdShngl,Hip,278000,0,Pave,9,2524.0,AllPub,474,1981,1981,2009,3,4,3,3,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
31,792,725,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,792.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,Stucco,NA,Gd,2,PConc,1,400.0,2.0,TA,Unf,TA,Detchd,1931.0,1517,0,GasA,Fa,2860,1,Gd,HLS,Mod,11435,Corner,68.87899941826643,IR1,0,70,RL,0.0,None,NA,0,6,0,7,8,909276010,Y,0,NA,CompShg,Gable,230000,0,Pave,7,792.0,AllPub,0,1929,1950,2006,3,4,3,3,3,3,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
32,1494,0,0,NA,2,TwnhsE,Gd,Av,1.0,0.0,Gd,0.0,437.0,1057.0,LwQ,GLQ,Y,Norm,Norm,SBrkr,0,Gd,Gd,BrkFace,BrkFace,NA,Gd,1,PConc,1,481.0,2.0,TA,Fin,TA,Attchd,1995.0,1494,1,GasA,Ex,2517,1,Ex,Lvl,Gtl,9549,CulDSac,30.0,IR1,0,120,RL,0.0,None,NA,0,4,30,5,8,533250130,Y,0,NA,CompShg,Hip,270000,216,Pave,6,1494.0,AllPub,0,1995,1996,2006,4,4,3,3,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33,948,0,0,NA,2,1Fam,TA,No,0.0,0.0,TA,507.0,441.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,CBlock,1,410.0,2.0,TA,Unf,TA,Detchd,1952.0,948,0,GasA,TA,1933,1,TA,Lvl,Gtl,10950,Inside,60.0,Reg,0,20,RL,0.0,None,NA,0,4,48,6,6,535302070,N,0,NA,CompShg,Hip,125000,0,Pave,5,948.0,AllPub,0,1952,1952,2007,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
34,1718,0,0,NA,3,1Fam,TA,Gd,1.0,0.0,Ex,417.0,1288.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,826.0,3.0,TA,RFn,TA,Attchd,2007.0,1718,0,GasA,Ex,820,1,Gd,Lvl,Gtl,10637,Inside,79.0,Reg,0,20,RL,336.0,Stone,NA,0,9,44,5,8,906340110,Y,0,NA,CompShg,Hip,297000,0,Pave,7,1705.0,AllPub,208,2007,2008,2009,3,5,3,3,3,4,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
35,1142,0,0,NA,2,1Fam,TA,Gd,0.0,0.0,Gd,160.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,64,TA,TA,Wd Sdng,Wd Sdng,NA,Gd,1,CBlock,1,384.0,1.0,TA,RFn,TA,Basment,1958.0,1142,0,GasA,Fa,675,1,TA,HLS,Mod,9000,Inside,80.0,IR1,0,20,RL,82.0,BrkFace,NA,0,4,28,6,6,535426150,Y,0,NA,Tar&Grv,Flat,113500,0,Pave,5,160.0,AllPub,0,1958,1958,2009,3,4,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
36,925,550,0,NA,4,TwnhsE,TA,No,0.0,0.0,TA,36.0,548.0,173.0,ALQ,Rec,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,NA,TA,1,PConc,2,336.0,1.0,TA,RFn,TA,Attchd,1977.0,1475,0,GasA,Ex,2910,1,TA,Lvl,Gtl,2665,Inside,41.0,Reg,0,160,RM,0.0,None,NA,0,7,26,6,5,923225240,Y,0,NA,CompShg,Gable,127000,0,Pave,6,757.0,AllPub,104,1977,1977,2006,3,3,3,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37,1844,0,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,1139.0,705.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,MnPrv,TA,1,CBlock,2,546.0,2.0,TA,RFn,TA,Attchd,1977.0,1844,0,GasA,Ex,21,1,TA,Lvl,Gtl,11751,Inside,105.0,IR1,0,20,RL,480.0,BrkFace,NA,0,1,122,6,6,527358140,Y,0,NA,CompShg,Hip,190000,0,Pave,7,1844.0,AllPub,0,1977,1977,2010,3,4,3,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,1242,0,0,NA,3,1Fam,TA,No,0.0,0.0,TA,326.0,916.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NA,TA,1,CBlock,1,528.0,2.0,TA,Unf,TA,Attchd,1973.0,1242,1,GasA,Fa,1873,1,TA,Lvl,Gtl,9600,Inside,80.0,Reg,0,20,RL,320.0,BrkFace,NA,0,9,0,6,7,534177210,Y,0,NA,CompShg,Hip,175500,0,Pave,6,1242.0,AllPub,0,1973,1973,2007,3,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39,990,0,0,NA,3,1Fam,Gd,No,1.0,0.0,Gd,570.0,420.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,NA,NA,0,PConc,1,384.0,1.0,TA,Unf,TA,Detchd,1995.0,990,0,GasA,Ex,2125,1,TA,Lvl,Gtl,8428,Inside,60.0,IR2,0,20,RL,0.0,None,NA,0,7,0,7,5,907135050,Y,0,NA,CompShg,Gable,146000,0,Pave,5,990.0,AllPub,256,1994,1994,2007,4,4,3,3,4,3,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
40,1256,0,0,NA,3,1Fam,TA,No,1.0,0.0,TA,136.0,830.0,290.0,BLQ,LwQ,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,NA,NA,0,CBlock,1,276.0,1.0,TA,Fin,TA,Attchd,1965.0,1256,1,GasA,Gd,1489,1,TA,Lvl,Gtl,9937,Inside,75.0,Reg,0,20,RL,0.0,None,NA,0,6,68,6,5,908102260,Y,0,NA,CompShg,Gable,147500,0,Pave,6,1256.0,AllPub,736,1965,1965,2008,3,3,3,3,3,4,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41,2076,0,0,NA,2,1Fam,Gd,Gd,1.0,0.0,Ex,690.0,1386.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,NA,Gd,1,PConc,2,850.0,3.0,TA,Fin,TA,Attchd,2006.0,2076,1,GasA,Ex,2383,1,Ex,Lvl,Gtl,13891,Inside,107.0,Reg,0,20,RL,98.79773063640849,NA,NA,0,9,229,5,10,528110050,Y,0,NA,CompShg,Gable,465000,0,Pave,7,2076.0,AllPub,216,2006,2006,2006,4,5,3,3,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,1110,0,0,NA,1,1Fam,TA,Av,1.0,0.0,Gd,0.0,1097.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,Gd,TA,Plywood,Plywood,NA,TA,1,PConc,1,602.0,2.0,TA,Fin,TA,Attchd,1978.0,1110,0,GasA,Ex,983,1,Gd,Lvl,Gtl,9101,Corner,68.87899941826643,IR1,0,85,RL,104.0,BrkFace,NA,0,7,30,6,5,923275040,Y,0,NA,CompShg,Gable,165500,0,Pave,4,1097.0,AllPub,303,1978,1978,2009,3,4,3,3,4,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
43,1050,745,0,Grvl,4,1Fam,TA,No,0.0,0.0,TA,1050.0,0.0,0.0,Unf,Unf,N,Norm,Norm,FuseF,0,TA,TA,MetalSd,MetalSd,NA,NA,0,BrkTil,2,352.0,1.0,TA,Unf,Fa,Attchd,1954.0,1795,0,GasA,Ex,1325,1,TA,Lvl,Gtl,12150,Inside,81.0,Reg,0,50,RM,335.0,BrkFace,NA,0,11,0,5,5,902406090,Y,0,NA,CompShg,Gable,131500,0,Pave,7,1050.0,AllPub,0,1954,1954,2008,3,3,3,2,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
44,1040,0,0,NA,3,1Fam,TA,No,1.0,0.0,TA,134.0,906.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,384.0,1.0,TA,Unf,TA,Detchd,1965.0,1040,0,GasA,Ex,1378,1,TA,Lvl,Gtl,11200,Inside,70.0,Reg,0,20,RL,0.0,None,NA,0,2,0,5,5,905102170,Y,0,NA,CompShg,Hip,129500,0,Pave,5,1040.0,AllPub,0,1965,1965,2008,3,3,3,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
45,983,890,0,NA,4,1Fam,Fa,No,0.0,0.0,TA,398.0,210.0,0.0,LwQ,Unf,Y,Norm,Norm,SBrkr,207,TA,TA,BrkFace,Stucco,NA,Gd,2,PConc,1,786.0,2.0,TA,Fin,Fa,Detchd,1935.0,1873,1,GasA,TA,1537,1,TA,HLS,Mod,9670,Inside,100.0,IR1,0,70,RL,40.0,Stone,NA,0,6,0,6,8,909281110,Y,0,NA,CompShg,Gable,257076,0,Pave,9,608.0,AllPub,0,1935,1950,2008,2,3,3,2,3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
46,984,620,0,Grvl,3,1Fam,TA,No,0.0,0.0,TA,156.0,408.0,420.0,LwQ,BLQ,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,CBlock,2,660.0,2.0,TA,Unf,TA,Detchd,1977.0,1604,0,GasA,Ex,905,1,TA,Lvl,Gtl,10998,Inside,60.0,Reg,0,50,RL,0.0,None,NA,0,7,68,5,5,909101140,Y,0,NA,CompShg,Gable,117000,0,Pave,6,984.0,AllPub,0,1941,1960,2009,3,3,3,3,3,3,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
47,851,651,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,776.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,112,Fa,TA,Stucco,Wd Shng,MnPrv,Gd,1,BrkTil,1,270.0,1.0,TA,RFn,TA,Attchd,1931.0,1502,1,GasA,TA,1532,1,TA,HLS,Mod,7200,Inside,60.0,Reg,0,70,RL,0.0,None,NA,0,2,0,6,7,909275050,P,0,NA,CompShg,Gable,149000,0,Pave,6,776.0,AllPub,0,1931,2000,2008,3,4,3,3,2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
48,1063,0,0,NA,3,1Fam,TA,No,1.0,0.0,TA,412.0,354.0,290.0,Rec,LwQ,Y,Norm,Norm,SBrkr,164,TA,TA,HdBoard,HdBoard,MnPrv,NA,0,CBlock,1,280.0,1.0,TA,RFn,TA,Attchd,1954.0,1063,0,GasA,TA,132,1,TA,Lvl,Gtl,9920,Inside,80.0,Reg,0,20,RL,110.0,Stone,NA,0,2,0,5,5,534475100,Y,0,NA,CompShg,Gable,128000,0,Pave,6,1056.0,AllPub,0,1954,1954,2010,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
49,764,862,0,NA,2,Twnhs,TA,No,0.0,0.0,Gd,764.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,Wd Shng,NA,NA,0,PConc,2,474.0,2.0,TA,RFn,TA,BuiltIn,2003.0,1626,1,GasA,Ex,1078,1,Gd,Lvl,Gtl,2448,Inside,36.0,Reg,0,160,RL,106.0,Stone,NA,0,10,27,5,7,528188090,Y,0,NA,CompShg,Gable,155000,0,Pave,6,764.0,AllPub,0,2003,2004,2008,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
50,768,756,0,NA,2,TwnhsE,TA,No,0.0,0.0,Gd,403.0,353.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,NA,NA,0,PConc,2,440.0,2.0,TA,Unf,TA,Detchd,2000.0,1524,1,GasA,Ex,2511,1,Gd,Lvl,Gtl,2998,Inside,68.87899941826643,Reg,0,160,FV,513.0,BrkFace,NA,0,6,32,5,6,533221080,Y,0,NA,CompShg,Gable,166000,0,Pave,4,756.0,AllPub,0,2000,2000,2006,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
51,1328,653,0,NA,4,1Fam,TA,No,1.0,0.0,TA,500.0,622.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,WdShing,Plywood,MnPrv,TA,2,BrkTil,2,576.0,2.0,TA,Unf,TA,Detchd,1981.0,1981,0,GasA,TA,912,1,Gd,Lvl,Gtl,7804,Inside,65.0,Reg,0,50,RL,0.0,None,NA,0,12,44,3,4,909250220,Y,0,NA,CompShg,Gable,135000,0,Pave,7,1122.0,AllPub,431,1928,1950,2009,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
52,1392,1392,0,NA,5,1Fam,TA,No,1.0,0.0,Gd,133.0,790.0,469.0,BLQ,LwQ,Y,RRAn,Norm,SBrkr,0,TA,TA,Plywood,Plywood,MnPrv,TA,2,CBlock,3,564.0,2.0,TA,RFn,TA,Attchd,1978.0,2784,1,GasA,TA,2351,1,Gd,Lvl,Gtl,16692,Inside,80.0,IR1,0,60,RL,184.0,BrkFace,TenC,2000,7,112,5,7,527356020,Y,519,Fa,CompShg,Gable,250000,440,Pave,12,1392.0,AllPub,0,1978,1978,2006,3,4,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
53,546,546,0,NA,3,Twnhs,TA,No,0.0,0.0,TA,370.0,176.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,NA,NA,0,CBlock,1,0.0,0.0,NA,NA,NA,NA,1978.6775193798449,1092,1,GasA,Ex,330,1,TA,Lvl,Gtl,1476,Inside,21.0,Reg,0,160,RM,0.0,None,NA,0,3,26,7,4,923226250,Y,0,NA,CompShg,Gable,76000,0,Pave,5,546.0,AllPub,200,1970,1970,2010,3,3,0,0,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
54,1575,0,0,NA,2,1Fam,TA,No,0.0,0.0,TA,216.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,NA,Gd,1,CBlock,1,400.0,2.0,TA,Unf,TA,Attchd,1951.0,1575,1,GasA,TA,2586,1,Gd,Lvl,Gtl,10170,Corner,75.0,Reg,0,20,RL,522.0,BrkFace,NA,0,6,0,6,6,535305120,Y,0,NA,CompShg,Hip,155000,0,Pave,5,216.0,AllPub,0,1951,1951,2006,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
55,663,689,0,NA,4,1Fam,TA,No,0.0,0.0,TA,292.0,371.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,NA,0,CBlock,1,299.0,1.0,TA,Fin,TA,Attchd,1969.0,1352,1,GasA,TA,224,1,TA,Lvl,Gtl,9364,Corner,80.0,Reg,0,60,RL,143.0,Stone,NA,0,3,36,7,6,905106140,Y,0,NA,CompShg,Gable,158000,0,Pave,7,663.0,AllPub,379,1969,1969,2010,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
56,600,600,0,Pave,2,Twnhs,TA,No,1.0,0.0,Gd,190.0,368.0,42.0,GLQ,ALQ,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,NA,NA,0,PConc,2,480.0,2.0,TA,RFn,TA,Detchd,2004.0,1200,1,GasA,Ex,98,1,Gd,Lvl,Gtl,2544,Inside,24.0,Reg,0,160,FV,0.0,None,NA,0,2,172,5,7,533212020,Y,0,NA,CompShg,Gable,149500,0,Pave,4,600.0,AllPub,0,2004,2005,2010,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
57,936,0,0,NA,2,1Fam,TA,No,0.0,0.0,TA,450.0,486.0,0.0,BLQ,Unf,Y,Norm,Norm,FuseA,160,Gd,TA,MetalSd,MetalSd,MnPrv,NA,0,CBlock,1,240.0,1.0,TA,Unf,TA,Attchd,1954.0,936,0,GasA,TA,2565,1,TA,Lvl,Gtl,9888,Inside,82.0,Reg,0,20,RL,0.0,None,NA,0,3,0,6,5,534479300,Y,0,NA,CompShg,Gable,121000,0,Pave,5,936.0,AllPub,0,1954,1975,2006,3,3,3,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
58,1040,0,0,NA,3,1Fam,TA,No,0.0,1.0,TA,0.0,85.0,955.0,Rec,ALQ,Y,Norm,Norm,FuseF,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,NA,0,CBlock,1,293.0,1.0,TA,Fin,TA,Attchd,1953.0,1040,0,GasA,TA,1934,1,TA,Lvl,Gtl,7942,Inside,68.0,Reg,0,20,RL,0.0,None,NA,0,6,0,7,6,535304170,Y,0,NA,CompShg,Hip,136000,0,Pave,6,1040.0,AllPub,0,1953,1953,2007,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
59,916,720,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,778.0,138.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NA,TA,1,PConc,2,386.0,2.0,TA,Fin,TA,Attchd,1996.0,1636,1,GasA,Gd,997,1,TA,Lvl,Gtl,15038,Corner,68.87899941826643,IR2,0,60,RL,0.0,None,NA,0,11,84,5,6,527107010,Y,0,NA,CompShg,Gable,173000,0,Pave,7,916.0,AllPub,168,1996,1996,2008,3,4,3,3,3,3,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
60,1164,1106,0,NA,4,1Fam,TA,No,0.0,0.0,Gd,628.0,524.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,671.0,3.0,TA,Fin,TA,Attchd,1999.0,2270,1,GasA,Ex,64,1,Gd,Lvl,Gtl,11764,CulDSac,92.0,IR1,0,60,RL,348.0,BrkFace,NA,0,4,57,7,8,528382020,Y,0,NA,CompShg,Gable,290000,0,Pave,9,1152.0,AllPub,132,1999,2007,2010,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
61,1184,1426,0,NA,4,1Fam,TA,Av,0.0,0.0,Gd,1120.0,64.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,NA,Gd,1,PConc,2,550.0,2.0,TA,Fin,TA,BuiltIn,2007.0,2610,1,GasA,Ex,1799,1,Ex,Lvl,Gtl,9000,Inside,75.0,Reg,0,60,FV,0.0,None,NA,0,8,364,5,8,528458130,Y,0,NA,CompShg,Gable,303477,0,Pave,11,1184.0,AllPub,208,2007,2007,2007,3,4,3,3,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
62,1483,0,0,NA,1,1Fam,TA,Gd,1.0,0.0,Gd,328.0,1092.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,Gd,Gd,Wd Sdng,Wd Sdng,NA,TA,2,CBlock,1,690.0,2.0,TA,RFn,TA,Attchd,1977.0,1483,1,GasA,Gd,230,1,TA,Low,Mod,20062,Inside,68.87899941826643,IR1,0,20,RL,0.0,None,NA,0,4,0,7,7,905109170,Y,0,NA,CompShg,Hip,270000,0,Pave,4,1420.0,AllPub,496,1977,2001,2010,3,4,3,3,4,4,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
